dateandtime,vehid,coord,gpscoord,spd,edge,lane,displacement,turnAngle,nextTLS,tflight,tl_state,tl_phase_duration,tl_lanes_controlled,tl_program,tl_next_switch
2025-04-03 23:54:00,veh1,"[3523.524742803105, 4289.337674797758]","[103.66686755436596, 1.3274823389937223]",41.76,32877553-AddedOnRampEdge,32877553-AddedOnRampEdge_1,42.87,50.83,"(('cluster_4930303717_568238350', 1, 7656.049635443656, 'r'),)",,,,,,
2025-04-03 23:54:00,veh2,"[12407.194578092778, 3635.087279289853]","[103.7467066319231, 1.3216066115972231]",54.0,646226504,646226504_0,90.0,211.94,"(('cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226', 2, 213.85999999999999, 'r'), ('cluster_1346032501_246580193_2486135861_2486135862_4602603068_4602603070_7190793387_885881084_885881087', 0, 423.51, 'G'), ('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 3479.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 3567.4100000000003, 'y'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3962.9, 'y'))",,,,,,
2025-04-03 23:54:00,veh0,"[8265.59880349957, 5312.460156079342]","[103.70947867701084, 1.336759189859435]",20.18,:6642371592_0,:6642371592_0_1,49.89,288.46,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 396.2667682336215, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 10, 647.2067682336216, 'y'), ('5220729634', 0, 992.4567682336216, 'y'), ('joinedS_8', 22, 1176.4467682336215, 'y'), ('joinedS_8', 16, 1191.7867682336214, 'y'), ('joinedS_2', 22, 1827.6967682336215, 'y'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2804.1767682336217, 'y'), ('joinedS_10', 24, 3683.8767682336215, 'y'), ('joinedS_10', 7, 3694.6067682336216, 'y'), ('joinedS_10', 14, 3701.0567682336214, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3898.8267682336214, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 4061.7067682336215, 'r'))",,,,,,
2025-04-03 23:54:00,veh1,"[3533.6271889420404, 4297.567668310791]","[103.66695830209102, 1.327556826899775]",46.81,32877553-AddedOnRampEdge,32877553-AddedOnRampEdge_1,55.87,50.83,"(('cluster_4930303717_568238350', 1, 7643.048038591706, 'r'),)",,,,,,
2025-04-03 23:54:00,veh2,"[12403.219949293238, 3621.2972640046182]","[103.74667097463507, 1.3214818615778965]",54.0,646226504,646226504_0,105.0,191.38,"(('cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226', 2, 198.85999999999999, 'r'), ('cluster_1346032501_246580193_2486135861_2486135862_4602603068_4602603070_7190793387_885881084_885881087', 0, 408.51, 'y'), ('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 3464.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 3552.4100000000003, 'y'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3947.9, 'y'))",,,,,,
2025-04-03 23:54:00,veh0,"[8266.205433361769, 5317.190745334301]","[103.7094841063791, 1.3368019807051217]",17.25,74939755#2,74939755#2_2,54.69,6.99,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 391.4746579588742, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 642.4146579588743, 'y'), ('5220729634', 0, 987.6646579588743, 'y'), ('joinedS_8', 22, 1171.6546579588742, 'y'), ('joinedS_8', 16, 1186.994657958874, 'y'), ('joinedS_2', 22, 1822.9046579588742, 'y'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2799.3846579588744, 'y'), ('joinedS_10', 24, 3679.0846579588742, 'y'), ('joinedS_10', 7, 3689.8146579588742, 'y'), ('joinedS_10', 14, 3696.264657958874, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3894.034657958874, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 4056.914657958874, 'r'))",,,,,,
2025-04-03 23:54:00,veh1,"[3545.3799640875363, 4307.1421081917215]","[103.66706387431348, 1.3276434831042128]",54.45,32877553-AddedOnRampEdge,32877553-AddedOnRampEdge_1,71.0,50.83,"(('cluster_4930303717_568238350', 1, 7627.922509365232, 'r'),)",,,,,,
2025-04-03 23:54:00,veh2,"[12397.426899911427, 3608.5845438441097]","[103.74661897039343, 1.3213668474901532]",54.0,646794847,646794847_0,120.0,196.47,"(('cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226', 2, 183.85999999999999, 'r'), ('cluster_1346032501_246580193_2486135861_2486135862_4602603068_4602603070_7190793387_885881084_885881087', 0, 393.51, 'y'), ('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 3449.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 3537.4100000000003, 'y'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3932.9, 'y'))",,,,,,
2025-04-03 23:54:00,veh0,"[8267.803770141105, 5323.690447566904]","[103.70949843974438, 1.3368607778108408]",24.02,74939755#2,74939755#2_2,61.36,13.82,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 384.8026905393891, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 635.7426905393892, 'y'), ('5220729634', 0, 980.9926905393892, 'y'), ('joinedS_8', 22, 1164.982690539389, 'y'), ('joinedS_8', 16, 1180.322690539389, 'y'), ('joinedS_2', 22, 1816.232690539389, 'y'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2792.7126905393893, 'y'), ('joinedS_10', 24, 3672.412690539389, 'y'), ('joinedS_10', 7, 3683.142690539389, 'y'), ('joinedS_10', 14, 3689.592690539389, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3887.362690539389, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 4050.242690539389, 'r'))",,,,,,
2025-04-03 23:54:00,veh1,"[3558.807945415818, 4318.081260720232]","[103.66718449450251, 1.3277424910340143]",62.21,32877553-AddedOnRampEdge,32877553-AddedOnRampEdge_1,88.28,50.83,"(('cluster_4930303717_568238350', 1, 7610.641031457327, 'r'),)",,,,,,
2025-04-03 23:54:00,veh2,"[12394.460690010299, 3593.8778887744593]","[103.74659237987541, 1.321233810992759]",54.0,:cluster_5241592830_8424238415_0,:cluster_5241592830_8424238415_0_0,135.0,191.65,"(('cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226', 2, 168.86, 'r'), ('cluster_1346032501_246580193_2486135861_2486135862_4602603068_4602603070_7190793387_885881084_885881087', 0, 378.51000000000005, 'y'), ('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 3434.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 3522.4100000000003, 'y'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3917.9, 'y'))",,,,,,
2025-04-03 23:54:00,veh0,"[8269.867162168632, 5332.0813160881335]","[103.70951694357326, 1.3369366826402003]",31.01,74939755#2,74939755#2_2,69.97,13.82,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 376.18943420988967, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 627.1294342098897, 'y'), ('5220729634', 0, 972.3794342098897, 'y'), ('joinedS_8', 22, 1156.3694342098897, 'y'), ('joinedS_8', 16, 1171.7094342098897, 'y'), ('joinedS_2', 22, 1807.6194342098897, 'y'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2784.0994342098898, 'y'), ('joinedS_10', 24, 3663.7994342098896, 'y'), ('joinedS_10', 7, 3674.5294342098896, 'y'), ('joinedS_10', 14, 3680.9794342098894, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3878.7494342098894, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 4041.6294342098895, 'r'))",,,,,,
2025-04-03 23:54:00,veh1,"[3573.4968964832333, 4330.055267223244]","[103.66731644164294, 1.3278508651646106]",68.1,32877553,32877553_0,107.2,50.84,"(('cluster_4930303717_568238350', 1, 7591.723796877364, 'r'),)",,,,,,
2025-04-03 23:54:00,veh2,"[12391.327932713592, 3579.211527224436]","[103.74656429241709, 1.3211011381960729]",54.0,641308557,641308557_0,150.0,192.14,"(('cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226', 2, 153.86, 'r'), ('cluster_1346032501_246580193_2486135861_2486135862_4602603068_4602603070_7190793387_885881084_885881087', 0, 363.51000000000005, 'y'), ('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 3419.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 3507.4100000000003, 'y'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3902.9, 'r'))",,,,,,
2025-04-03 23:54:00,veh0,"[8272.512034955895, 5342.836800027802]","[103.70954066193116, 1.3370339780730152]",39.75,74939755#2,74939755#2_2,81.01,13.82,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 365.14889175760413, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 616.0888917576042, 'y'), ('5220729634', 0, 961.3388917576042, 'y'), ('joinedS_8', 22, 1145.3288917576042, 'y'), ('joinedS_8', 16, 1160.6688917576041, 'y'), ('joinedS_2', 22, 1796.5788917576042, 'y'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2773.058891757604, 'y'), ('joinedS_10', 24, 3652.758891757604, 'y'), ('joinedS_10', 7, 3663.488891757604, 'y'), ('joinedS_10', 14, 3669.938891757604, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3867.708891757604, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 4030.588891757604, 'r'))",,,,,,
2025-04-03 23:54:00,veh1,"[3590.5807247208513, 4340.246857951834]","[103.66746991947095, 1.3279431293797124]",71.56,32877553,32877553_0,127.07,61.01,"(('cluster_4930303717_568238350', 1, 7571.845262058328, 'r'),)",,,,,,
2025-04-03 23:54:00,veh2,"[12388.276915662651, 3564.763373493976]","[103.74653693856209, 1.320970439483203]",54.0,:5973631229_0,:5973631229_0_1,165.0,191.47,"(('cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226', 2, 138.86, 'r'), ('cluster_1346032501_246580193_2486135861_2486135862_4602603068_4602603070_7190793387_885881084_885881087', 0, 348.51000000000005, 'y'), ('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 3404.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 3492.4100000000003, 'G'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3887.9, 'r'))",,,,,,
2025-04-03 23:54:01,veh0,"[8275.5850927388, 5355.333515858099]","[103.70956822011061, 1.3371470249059452]",46.18,74939755#2,74939755#2_2,93.84,13.82,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 352.3209685872049, 'G'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 603.260968587205, 'r'), ('5220729634', 0, 948.510968587205, 'r'), ('joinedS_8', 22, 1132.5009685872049, 'r'), ('joinedS_8', 16, 1147.8409685872048, 'G'), ('joinedS_2', 22, 1783.7509685872049, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2760.230968587205, 'r'), ('joinedS_10', 24, 3639.930968587205, 'r'), ('joinedS_10', 7, 3650.660968587205, 'G'), ('joinedS_10', 14, 3657.1109685872048, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3854.8809685872047, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 4017.760968587205, 'r'))",,,,,,
2025-04-03 23:54:01,veh1,"[3608.0306768427654, 4349.91388288682]","[103.66762669010292, 1.328030650787897]",71.6,32877553,32877553_0,146.96,61.01,"(('cluster_4930303717_568238350', 1, 7551.957334351777, 'G'),)",,,,,,
2025-04-03 23:54:01,veh2,"[12385.464255033557, 3550.1920671140942]","[103.7465117273603, 1.3208386279337805]",54.0,664961871#0,664961871#0_1,180.0,190.78,"(('cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226', 2, 123.86, 'r'), ('cluster_1346032501_246580193_2486135861_2486135862_4602603068_4602603070_7190793387_885881084_885881087', 0, 333.51000000000005, 'r'), ('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 3389.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 3477.4100000000003, 'G'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3872.9, 'r'))",,,,,,
2025-04-03 23:54:01,veh0,"[8279.092393681784, 5369.596099353797]","[103.7095996724384, 1.3372760459981117]",52.71,74939755#2,74939755#2_2,108.48,13.82,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 337.6803759884142, 'G'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 588.6203759884143, 'r'), ('5220729634', 0, 933.8703759884143, 'r'), ('joinedS_8', 22, 1117.8603759884143, 'r'), ('joinedS_8', 16, 1133.2003759884142, 'G'), ('joinedS_2', 22, 1769.1103759884143, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2745.5903759884145, 'r'), ('joinedS_10', 24, 3625.2903759884143, 'r'), ('joinedS_10', 7, 3636.0203759884143, 'G'), ('joinedS_10', 14, 3642.470375988414, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3840.240375988414, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 4003.1203759884143, 'r'))",,,,,,
2025-04-03 23:54:01,veh1,"[3625.5601283779747, 4359.624949364458]","[103.66778417497692, 1.3281185709318788]",71.92,32877553,32877553_0,166.94,61.01,"(('cluster_4930303717_568238350', 1, 7531.978800174027, 'G'),)",,,,,,
2025-04-03 23:54:01,veh2,"[12382.174180145697, 3535.576347329324]","[103.74648222585618, 1.3207064124855974]",54.0,:cluster_246580175_4726320180_8424581520_5,:cluster_246580175_4726320180_8424581520_5_0,195.0,196.51,"(('cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226', 2, 108.86, 'r'), ('cluster_1346032501_246580193_2486135861_2486135862_4602603068_4602603070_7190793387_885881084_885881087', 0, 318.51, 'r'), ('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 3374.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 3462.4100000000003, 'G'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3857.9, 'r'))",,,,,,
2025-04-03 23:54:01,veh0,"[8282.848486618277, 5385.751367949391]","[103.70963335168597, 1.33742218752655]",59.53,74939755#2,74939755#2_2,125.02,11.41,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 321.14350176787866, 'G'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 572.0835017678787, 'r'), ('5220729634', 0, 917.3335017678787, 'r'), ('joinedS_8', 22, 1101.3235017678787, 'r'), ('joinedS_8', 16, 1116.6635017678786, 'G'), ('joinedS_2', 22, 1752.5735017678787, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2729.053501767879, 'r'), ('joinedS_10', 24, 3608.753501767879, 'r'), ('joinedS_10', 7, 3619.483501767879, 'G'), ('joinedS_10', 14, 3625.9335017678786, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3823.7035017678786, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3986.5835017678787, 'r'))",,,,,,
2025-04-03 23:54:01,veh1,"[3643.125090224847, 4369.355688048982]","[103.6679419788943, 1.3282066691813676]",72.07,32877553,32877553_0,186.96,61.01,"(('cluster_4930303717_568238350', 1, 7511.959794451927, 'G'),)",,,,,,
2025-04-03 23:54:01,veh2,"[12371.216916318615, 3527.514773522122]","[103.74638378997446, 1.3206334448754093]",54.0,:cluster_246580175_4726320180_8424581520_5,:cluster_246580175_4726320180_8424581520_5_0,210.0,261.31,"(('cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226', 2, 93.86, 'r'), ('cluster_1346032501_246580193_2486135861_2486135862_4602603068_4602603070_7190793387_885881084_885881087', 0, 303.51, 'r'), ('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 3359.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 3447.4100000000003, 'G'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3842.9, 'r'))",,,,,,
2025-04-03 23:54:01,veh0,"[8286.094012663436, 5404.557892686719]","[103.7096624299955, 1.3375923071214442]",68.53,74939755#2,74939755#2_2,144.05,6.29,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 302.10680259202877, 'G'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 553.0468025920288, 'r'), ('5220729634', 0, 898.2968025920288, 'r'), ('joinedS_8', 22, 1082.2868025920288, 'r'), ('joinedS_8', 16, 1097.6268025920288, 'G'), ('joinedS_2', 22, 1733.5368025920288, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2710.016802592029, 'r'), ('joinedS_10', 24, 3589.7168025920287, 'r'), ('joinedS_10', 7, 3600.4468025920287, 'G'), ('joinedS_10', 14, 3606.8968025920285, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3804.6668025920285, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3967.5468025920286, 'g'))",,,,,,
2025-04-03 23:54:01,veh1,"[3660.872609030349, 4379.18756068842]","[103.66810142292508, 1.3282956830587462]",72.82,32877553,32877553_0,207.19,61.01,"(('cluster_4930303717_568238350', 1, 7491.732726291021, 'G'),)",,,,,,
2025-04-03 23:54:01,veh2,"[12356.597897422918, 3530.3865287975204]","[103.74625239652035, 1.3206593534516318]",54.0,747390011,747390011_1,225.0,282.92,"(('cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226', 2, 78.86, 'r'), ('cluster_1346032501_246580193_2486135861_2486135862_4602603068_4602603070_7190793387_885881084_885881087', 0, 288.51, 'r'), ('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 3344.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 3432.4100000000003, 'G'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3827.9, 'r'))",cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226,rrrrrrrrrGGGGG,6.0,"('747390011_0', '747390011_0', '747390011_1', '747390011_1', '479535239_0', '479535239_0', '479535239_1', '479535239_2', '479535239_2', '642134875_0', '642134875_1', '642134875_2', '642134875_3', '642134875_3')","(Logic(programID='0', type=3, currentPhaseIndex=2, phases=(Phase(duration=35.0, state='rrrrGGGGgGGGrr', minDur=8.0, maxDur=50.0, next='(1,)'), Phase(duration=5.0, state='rrrryyyyyyyyrr', minDur=5.0, maxDur=5.0, next='(2,)'), Phase(duration=6.0, state='rrrrrrrrrGGGGG', minDur=8.0, maxDur=50.0, next='(3,)'), Phase(duration=5.0, state='rrrrrrrrryyyyy', minDur=5.0, maxDur=5.0, next='(4,)'), Phase(duration=34.0, state='GGGgGrrrrrrrrr', minDur=5.0, maxDur=50.0, next='(5,)'), Phase(duration=5.0, state='yyyyyrrrrrrrrr', minDur=5.0, maxDur=5.0, next='(0,)')), subParameter={}),)",21.0
2025-04-03 23:54:01,veh0,"[8288.217320478761, 5423.824945085053]","[103.70968142087384, 1.337766586833836]",69.56,74939755#2,74939755#2_2,163.37,6.29,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 282.7850009891431, 'G'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 533.7250009891432, 'r'), ('5220729634', 0, 878.9750009891432, 'r'), ('joinedS_8', 22, 1062.9650009891432, 'r'), ('joinedS_8', 16, 1078.305000989143, 'G'), ('joinedS_2', 22, 1714.2150009891432, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2690.6950009891434, 'r'), ('joinedS_10', 24, 3570.395000989143, 'r'), ('joinedS_10', 7, 3581.1250009891432, 'G'), ('joinedS_10', 14, 3587.575000989143, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3785.345000989143, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3948.225000989143, 'g'))",,,,,,
2025-04-03 23:54:01,veh1,"[3678.74631883703, 4388.818291812301]","[103.66826200198963, 1.3283828782667086]",72.87,32877553,32877553_0,227.43,61.79,"(('cluster_4930303717_568238350', 1, 7471.4911810915455, 'G'),)",,,,,,
2025-04-03 23:54:01,veh2,"[12342.310059442401, 3534.445590525924]","[103.74612397399414, 1.320696002816591]",54.0,747390011,747390011_1,240.0,291.78,"(('cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226', 2, 63.86, 'r'), ('cluster_1346032501_246580193_2486135861_2486135862_4602603068_4602603070_7190793387_885881084_885881087', 0, 273.51, 'r'), ('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 3329.0000000000005, 'r'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 3417.4100000000003, 'G'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3812.9, 'r'))",cluster_246580179_246580195_4323498694_4726320174_4726320175_4726320176_8424183219_8424183220_8424183225_8424183226,rrrrrrrrrGGGGG,6.0,"('747390011_0', '747390011_0', '747390011_1', '747390011_1', '479535239_0', '479535239_0', '479535239_1', '479535239_2', '479535239_2', '642134875_0', '642134875_1', '642134875_2', '642134875_3', '642134875_3')","(Logic(programID='0', type=3, currentPhaseIndex=2, phases=(Phase(duration=35.0, state='rrrrGGGGgGGGrr', minDur=8.0, maxDur=50.0, next='(1,)'), Phase(duration=5.0, state='rrrryyyyyyyyrr', minDur=5.0, maxDur=5.0, next='(2,)'), Phase(duration=6.0, state='rrrrrrrrrGGGGG', minDur=8.0, maxDur=50.0, next='(3,)'), Phase(duration=5.0, state='rrrrrrrrryyyyy', minDur=5.0, maxDur=5.0, next='(4,)'), Phase(duration=34.0, state='GGGgGrrrrrrrrr', minDur=5.0, maxDur=50.0, next='(5,)'), Phase(duration=5.0, state='yyyyyrrrrrrrrr', minDur=5.0, maxDur=5.0, next='(0,)')), subParameter={}),)",21.0
